title,text,keywords,segment,date,url
New DTS system boosting rudder performance,"New DTS system boosting rudder performance We are proud to announce the launch of our new Direct Trunk Support (DTS) system for rudders. The new system transfers the manoeuvring forces from the rudder through the headbox and the steering gear deck directly into the hull structure, promising improved manoeuvring, propulsion performance and weight savings that can ultimately save fuel and help cut emissions. 29 November 2022 Text: Kjersti Løken Photo: @ Kongsberg Maritime The DTS rudder has no upper size limit and works for vessels of any size, from container ships to fishing vessels, and in any segment, from naval ships to superyachts. It  eliminates the radial forces and bending moment transferred from the rudder blade to the steering gear. This is accomplished with an extended pipe integrated into the rudder trunk. This means that the rudder stock (torque shaft) in the DTS system only transfers torque and axial loads. Some of the most important benefits of the new DTS system come in the design phase of a ship. The improved load distribution gives ship designer more flexibility in the aft ship design, which enables a lower positioned steering gear deck. This gives greater storage capacity to any vessel. The DTS system also gives ship owners the option to choose smaller steering gear, since the DTS system only transfers torque load. The improvement in load distribution allows more freedom in the design of the rudder blade. Higher aspect ratios and slimmer, full-spade rudder designs are possible, which improves the overall performance of the vessel. When combined with KONGSBERG’s PROMAS system, which integrates the propeller and rudder into a single system to improve hydrodynamic efficiency, the potential for DTS technology is even greater. The new design freedom for rudders and propellers together allows for remarkable improvements in propulsion efficiency and fuel savings. Adoption of the DTS system means heavy casted items are no longer needed, which yields improved competitiveness for larger rudders through weight savings and reduced lead time. Also, the split rudder design reduces the weight of individual components and makes them safer to handle during manufacturing and installation. “Today, replacement and modernisation of propulsion and manoeuvring systems are key drivers for newbuilds and aftermarket sales,” said Andreas Malmkvist, SVP Propeller & Shaftline Systems. “From 2023, EEXI and EEDI will set new minimum requirements for the energy efficiency of existing and new ships. Ship owners will start to look for new solutions to meet the accelerating regulations and improve fuel consumptions and operating cost,” he added. “For KONGSBERG, DTS is a significant opportunity to cover a larger market and provide customers with a long-term solution to help them meet their goals.” KONGSBERG has supplied over 4000 rudders to ship owners and builders over the past 40 years across a wide range of ship types. For further information, please contact: Kjersti Løken Vice President Marketing and Communications (+47) 901 81 801",rudder,,29 November 2022,https://www.kongsberg.com/maritime/news-and-events/news-archive/2022/launch-of-new-direct-trunk-support/
Tärntank orders tenth hybrid chemical tanker from Kongsberg Maritime,"Tärntank orders tenth hybrid chemical tanker from Kongsberg Maritime The new vessels will reduce carbon emissions by using a combination of clean technologies, such as wind-assist technology – a feature expected to reduce emissions by up to 19%. 14 June 2024 Kongsberg Maritime has secured a contract to design and a equip a tenth hybrid chemical tanker for Danish operator Tärntank. The new Tärntank vessels will reduce carbon emissions using a combination of clean technologies. The wind-assist technology will be installed on the latest four vessels ordered, and this feature alone is expected to reduce emissions by up to 19%. The new vessels will have an Energy Efficiency Design Index close to 40% below the 2025 Phase 3 requirements. “This combination of a good design and innovative systems installed to a newbuild vessel will reduce the carbon footprint of maritime operations beyond the regulatory requirements. This is a result of good cooperation between Kongsberg Maritime, China Merchants Jinling Shipyard (Yangzhou) and Tärntank"" Claes Möller Chief Executive Officer, Tärntank The 15,000dwt hybrid tankers can operate on diesel, biofuel or methanol, and feature wind-assist technology plus Tärntank’s own battery-powered Hybrid Solution®. This latest order follows previous contracts for the Kongsberg Maritime design. All feature a range of innovative Kongsberg Maritime technologies to save energy and reduce emissions. The vessels will be propelled by the efficient Promas propulsion system, with flap rudder, delivering fuel consumption savings of more than 6% compared to alternative systems. The equipment package also comprises a tunnel thruster with M-con thruster control system, K-Chief integrated automation systems, AutoChief propulsion control system and deck machinery. The vessels will have a state-of-the-art hull design – the NVC 615 CT – characterised by Ice Class 1A efficiency, and a wave-piercing bow. The 15,000dwt hybrid tankers are based on Kongsberg Maritime's NVC 615 CT tanker design, characterised by Ice Class 1A efficiency, and a wave-piercing bow Claes Möller, Chief Executive Officer, Tärntank, said: “This combination of a good design and innovative systems installed to a newbuild vessel will reduce the carbon footprint of maritime operations beyond the regulatory requirements. This is a result of good cooperation between Kongsberg Maritime, China Merchants Jinling Shipyard (Yangzhou) and Tärntank. “Tärntank's customers NEOT/ST1, NESTE, ESSO/EXXON and PREEM, which all have a target to reduce their carbon footprint of the supply chain, play an important role in making this possible”. ""Ordering ten vessels, which will all have an Energy Efficiency Design Index above 40% below the 2025 Phase 3 requirements, is a clear, forward-looking commitment from Tärntank"" Rune Ekornesvåg Sales Director – Ship Design, Kongsberg Maritime Rune Ekornesvåg, Kongsberg Maritime’s Sales Director – Ship Design, said: “This innovative tanker design embraces the fuel transition and fits perfectly with Tärntank’s desire to adopt sustainable technologies. Ordering ten vessels, which will all have an Energy Efficiency Design Index above 40% below the 2025 Phase 3 requirements, is a clear, forward-looking commitment from Tärntank and shows they are a progressive ship owner that’s serious about operating a fleet of vessels that use the latest technologies to drive down fuel costs and emissions.” This latest order brings the total ships ordered in this design series to 12, following a contract for two very similar vessels, without suction sails, for Swedish operator Sirius Redri AB. All 12 vessels will be built at China Merchants Jinling Shipyard, Yangzhou and the first vessel with wind-assist technology will be delivered in 2025. For more information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",,,14 June 2024,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/tarntank-orders-tenth-hybrid-chemical-tanker/
Kongsberg Maritime to supply propellers and shaftlines to German Navy's F-126 frigates,"Kongsberg Maritime to supply propellers and shaftlines to German Navy's F-126 frigates Kongsberg Maritime Sweden AB (KONGSBERG) is pleased to announce a contract award with Damen Naval to supply four shipsets of KONGSBERG Controllable Pitch Propeller systems along with associated hubs, blades, hubcaps and shaft lines, for the German Navy’s new F-126 frigates. 31 August 2022 Text: Gunvor Hatling Midtbø, VP Communication The F-126 platform, due to enter service from 2028, will have an overall length of around 160 metres and displacement of approximately 10.000 tons. It will accommodate up to 114 crew members with 80 additional berths. The multipurpose frigate is capable for operational missions in all maritime warfare domains, but is also able to perform other duties, such as: enforcing naval embargos, counter-piracy missions, long time maritime patrolling, maritime escort and convoy tasks, the support of special forces, and to act as a command ship for task groups. The four ships, each with two propellers and shaft lines, will be constructed entirely in Germany at shipyards in Wolgast, Kiel and Hamburg. The building program is set to deliver the ships between 2028 and 2031, with the option to build two more after 2032, with an extended scope of Kongsberg Maritime equipment. The Federal Office of Bundeswehr Equipment Information Technology and In-Service Support (BAAINBW) contracted Damen Naval to design and construct the vessels in 2020. The propeller/shaft line system is the successful result of a close cooperation between Damen Naval, Kongsberg Maritime, HSVA test institute from Hamburg and the classification society. “We are proud and excited to be partners with Damen in this very important program,” says Maria Bergsman, responsible for the sale at Kongsberg Maritime. “Our long relationship working closely with Damen and with a mutual understanding of the required technology, managed by our experienced and dedicated Project Management teams will be an important success factor in building these frigates.” “Kongsberg Maritime´s professional, customer driven and dedicated approach made it an easy choice when it came to sourcing the CP-propeller systems for the new frigates”, says Dirk Henneberg, the F126 Project Procurement Manager. Kongsberg Maritime has a long history of collaboration on naval shipbuilding projects with Damen Naval. Reference projects include, among others, the ASRV Nuyina (the icebreaker for Australia), the HNLMS Karel Doorman (Joint Support Ship), HNLMS Den Helder (Combat Support Ship) and SIGMA frigates. For further information, please contact: Gunvor Hatling Midtbø Vice President, Communications +47 99 21 42 09 Read more",,,31 August 2022,https://www.kongsberg.com/maritime/news-and-events/news-archive/2022/kongsberg-maritime-sweden-ab-kongsberg/
Kongsberg Maritime secures several major contracts for HUGIN AUVs,"Kongsberg Maritime secures several major contracts for HUGIN AUVs Following a recent uptick in orders, Kongsberg Maritime’s Sensor and Robotics division has announced that it has secured over NOK 450M in contracts for HUGIN AUV in Q2 2022. 13 Jul 2022 The order income consists of a healthy mix of recurring business with existing customers and new customers that will utilize the HUGIN platform in their operations. The use of AUVs is a vital piece in the technology puzzle that must be solved to enable sustainable oceans. The vehicles can operate autonomously over a long period of time and collect environmental data, performing multiple survey operations for multiple applications in a cost-effective way compared with conventional surveys. Since the first dive of the iconic HUGIN autonomous underwater vehicle (AUV) prototype on 7 March 1993, Kongsberg Maritime has been spearheading the development of the sector, and with the latest release of HUGIN Edge , Kongsberg Maritime offers complementary AUV solutions for the rising AUV Market. “These latest contracts are a true acknowledgement of a team effort over many years, and it shows that Kongsberg Maritime offers the right technology and solutions for the growing AUV market. We see that customers put AUVs into operation in many applications, and we believe that Autonomous Underwater Vehicles will be used in even more applications in the future,” says SVP Stene Førsund, Kongsberg Maritime . The HUGIN range of autonomous underwater vehicles is characterised by great manoeuvrability and high accuracy of stabilisation. Hydrodynamic shape, accurate instruments and excellent battery capacity means these AUVs can be optimised for a variety of industries from oil & gas and renewables to defence and research. “Our expansion to a wider portfolio of HUGIN AUV models has been well received by the market. In addition to the underlying and increasing demand for marine robots we are now also addressing new applications and by this increasing the addressable market with our wider portfolio. Our robotic solutions are more sustainable, safe and cost effective than traditional methods within the ocean space domain”, says SVP Marine Robotics, Thomas Nygaard, Kongsberg Maritime . Over time, the range of HUGIN AUVs has evolved to go deeper, longer and carry a larger payload of sensitive data-collecting sensors which has made HUGIN the most successful commercial off-the-shelf autonomous underwater vehicle ever made. For further information, please contact Gunvor Hatling Midtbø Vice President, Communications +47 99 21 42 09 Read more",HUGIN|AUV|Robotic,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2022/snr-hugin-contracts/
Kongsberg Maritime hybrid technology to optimise energy use and cut emissions for Matson Navigation Company’s new LNG-powered container ships,"Kongsberg Maritime hybrid technology to optimise energy use and cut emissions for Matson Navigation Company’s new LNG-powered container ships The three 3600 TEU container ships, featuring Kongsberg Maritime’s hybrid electrical systems, are the largest Jones Act containerships ever built 30 April 2024 Kongsberg Maritime will supply a comprehensive range of integrated technologies to optimise energy use and reduce emissions for three new 3600 TEU LNG-powered container ships being built at Philly Shipyard for Matson Navigation Company. They are the largest Jones Act containerships ever built, at 260 metres long, and represent a new era in container shipping. To support Matson’s drive to decarbonise its operations, Kongsberg Maritime will supply hybrid electrical systems, controlled and operated by the company’s Energy Management System. The new ships are being built to operate Matson’s China-Long Beach Express (CLX) service. The Aloha Class vessels are the largest containerships ever built in the U.S. and are designed to operate at speeds in excess of 23 knots in support of Matson’s service hallmark – timely delivery of goods. ""The integrated systems from Kongsberg Maritime will enable us to make the most efficient use of energy on board, including power generated from the main shaft and the battery system, which provide additional emission-free energy in peak load conditions” Capt. Jack Sullivan SVP, Vessel Operations & Engineering, Matson Navigation Company The Kongsberg Maritime scope of supply includes a Shaft Generator System, and a Battery Energy Saving System combined with a complete power management system. The hybrid electrical systems will provide electrical power to the vessel’s main switchboard through the Kongsberg converters. Lasse Brynsrud, Kongsberg Maritime, Senior Sales Manager Marine Transportation, said: “Through their investment in three new LNG-powered container ships, Matson Navigation Company is making a clear commitment to decarbonise its operations. Kongsberg Maritime is delighted to be supporting their environmental goals through the supply of a wide range of green ship technologies, including our hybrid electrical system, which together will optimise energy usage and reduce emissions.” “Our existing Aloha Class ships are among the fastest, most efficient vessels in the Matson fleet,"" said Capt. Jack Sullivan, Matson’s senior vice president, Vessel Operations & Engineering. ""We expect these new Jones Act compliant vessels to help Matson achieve its 2030 greenhouse gas emissions reduction goal while also providing additional capacity and speed benefitting our Hawaii service as well as our China-Long Beach Express service. The integrated systems from Kongsberg Maritime will enable us to make the most efficient use of energy on board, including power generated from the main shaft and the battery system, which provide additional emission-free energy in peak load conditions.” “We are thrilled to collaborate with Kongsberg and Matson to implement green ship technologies today that will help the industry move toward a more sustainable maritime future,” said Steinar Nerbovik, Philly Shipyard President and CEO. “As the shipbuilder, we are always prepared to build ships that support the goals of our customers and will partner with the right suppliers to unite sustainability efforts.” Kongsberg Maritime will also supply rotary vane steering gear and control systems, together with a full package of monitoring, automation and control systems for the LNG fuel gas supply control and safety systems, tank gauging and instrumentation. All systems on this extensive package, including the vessels’ propulsion control and power management, will all be linked to the K-Chief Integrated Automation System from Kongsberg. For more information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",,,30 April 2024,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/matson-navigation-lng-container-ships/
New retractable azimuth thruster series saves space and delivers more power,"New retractable azimuth thruster series saves space and delivers more power We are now launching a new series of retractable azimuth thrusters, the ULE PM type, which are smaller than competing units while maintaining thrust power. The compact size makes it applicable to modern offshore wind, fishing, and naval vessel designs in which onboard space is limited. 15 December 2022 Text: Kjersti Løken Photo: @Kongsberg Maritime The new series is the result of a long design process that focused on reducing size and boosting efficiency. The ULE PM type thruster has an integrated electric prime mover mounted very low between the steering gear. This saves more than a metre of vertical space in an engineering compartment. The ULE PM Type is the smallest retractable unit on the market for any given power requirement. KONGSBERG’s designers also focused on making the new thruster series easy to install and maintain. “We took a hard look at our thruster design after seeing the challenges our customers face finding the right equipment with optimal size-to-performance ratios and that work with their vessel designs and operating profiles,” says Pasi Villanen, product manager for retractable thrusters in Kongsberg Maritime. “Thanks to thorough testing, these new ULE PM type thrusters are now the best performing units in their size, which makes them a perfect choice for auxiliary propulsion.” All ULE PM type thrusters are available as a Combi unit, which functions as an azimuth for manoeuvring and dynamic positioning, or as a tunnel thruster when retracted into a tunnel. The ULE PM Combi units have optimised drivetrains and hydrodynamics for high thrust and fast response time, which allows the number and size of propulsion units in a vessel to be reduced. KONGSBERG’s Hydrodynamic Research Centre conducted countless simulations and tests on the new thruster series, leading to new, patent-pending concepts for the ULE PM Combi thrusters, including optimised unit-to-hull interaction and a new nozzle profile. For further information, please contact: Kjersti Løken Vice President Marketing and Communications (+47) 901 81 801",retractable azimuth thruster,,15 December 2022,https://www.kongsberg.com/maritime/news-and-events/news-archive/2022/ule-pm-series/
Sefine Shipyard – Indonesian Navy,"Sefine Shipyard – Indonesian Navy Kongsberg Maritime secures propulsion and manoeuvring contract for Indonesian Navy's new Fast Attack Craft. 23 Jan 2025 Kongsberg Maritime has secured a contract to supply advanced propulsion and manoeuvring technology for two new KCR-70 Fast Attack Craft for the Indonesian Navy. These vessels are currently under construction at the Sefine Shipyard in Türkiye. The Kongsberg Maritime equipment package includes an innovative propulsion system that combines twin controllable pitch propeller (CPP) Promas systems for high efficiency at patrol speeds with a single Kamewa waterjet to provide boost power for high-speed operation. This configuration optimises propulsion power, speed, and manoeuvrability, ensuring superior performance and efficiency for these new craft. The vessels will have Combined Diesel and Gas Turbine (CODAG) propulsion. This comprises twin diesel engines and a centrally positioned, 23-megawatt gas turbine to directly drive the 160-centimetre diameter waterjet, which is capable of discharging more than 30 cubic metres of water per second. The use of twin Promas CPP for main propulsion, at speeds over 40 knots when the waterjet is used for boost power, is an innovative approach. Kongsberg Maritime carried out extensive hydrodynamic analysis to integrate the hull form and two different types of propulsor into one system that offers enhanced manoeuvrability, speed and efficiency. The KCR-70, based on Sefine Shipyard’s FACM-70 design, is a 70-metre fast attack craft designed for a variety of missions, including intelligence, surveillance, and reconnaissance (ISR) operations, anti-surface warfare, and anti-air warfare. Displacing 850 tonnes, the KCR-70 is capable of reaching speeds in excess of 40 knots. With a range of 1,600 nautical miles and an endurance of seven days, these vessels are well-equipped to perform extended missions in diverse operational environments.",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2025/sefine-shipyard--indonesian-navy/
KONGSBERG unveils range of next generation platform supply and anchor handler vessels,"KONGSBERG unveils range of next generation platform supply and anchor handler vessels Kongsberg Maritime has today unveiled a new range of ship designs in its extensive UT Design portfolio. The new anchor handler (AHT) and platform supply vessels (PSV) have the option to include alternative energy sources and fuels, such as methanol, ammonia, and hybrid-battery power. 06 June 2023 Text: Craig Taylor, Senior Manager PR & Communications Photo: © Kongsberg Maritime (Ship Design) Kongsberg Maritime has today unveiled a new range of ship designs in its extensive UT Design portfolio. The new anchor handler (AHT) and platform supply vessels (PSV) have the option to include alternative energy sources and fuels, such as methanol, ammonia, and hybrid-battery power. KONGSBERG has been a leader in the design of PSV and AHT vessels for 50 years, with hundreds in service globally. The next generation designs for both platform supply and anchor handler share a range of innovations to help ship owners address current and future challenges around efficiency, emissions reduction and developing market requirements. The AHT and PSV designs have received Approval in Principle from class society DNV to operate with ammonia-fuelled engines and they can incorporate an offshore charging capable plug-in hybrid option, to enable emission-free battery-powered operation. Einar Vegsund Director, Ship Design Solutions, Kongsberg Maritime “KONGSBERG’s iconic UT vessels have been the benchmark design for the offshore industry for the past 50 years. These latest designs combine decades of experience and the latest innovative KONGSBERG technologies to offer customers next-generation ships that are equipped for the future. “Our ship designs continue to evolve, and changes to regulations and uncertainty around preferred fuels have driven the demand to create ships that are ready for the future and give owners the confidence to invest, knowing their ships can adapt to meet future requirements”. Martijn de Jongh, Chief Designer Specialised Vessels, Kongsberg Maritime, added: “A great deal of work has gone into ensuring this new range of ships gives owners a reduction in environmental footprint. We have drawn on the results of numerous R&D programmes including hydrodynamic optimisation, assessing offshore battery charging and in cooperation with Amon Maritime, obtained the Approval in Principle for the use of ammonia as a fuel. “One of the great innovations of the anchor handler design offers significantly reduced energy consumption during anchor operations. This is achieved through the use of KONGSBERG’s cross-tensioning system where the load testing of anchors will use the power of the winches rather than the traditional approach of one or more vessels using bollard pull and engine power. This approach will lead to significant operational cost savings, enabling this crucial offshore task to be handled by a single ship”. The anchor handler range, known as UT 7800, will eventually include four sizes, ranging from small to extra-large, with bollard pulls of 180 tons for the small version, increasing to over 400 tons for the largest version of the ship. Anchor handling UT 7800 range The UT 7800 has been designed for initial operation in the traditional oil and gas anchor handling market, but it is very adaptable for future offshore energy developments, such as floating wind. See our UT 7800 range Fact Sheet: UT 7800 AHTL.pdf Martijn de Jongh adds: “The UT 7800 has been designed for initial operation in the traditional oil and gas anchor handling market, but it is very adaptable for future offshore energy developments, such as floating wind. While we are also designing ships specifically for the offshore wind market, the UT 7800 range has the benefit of being able operate at first in oil and gas, then, if desired, it can be adapted to serve operations in new, evolving markets.” KONGSBERG offers a choice of winch configurations and capacities, as well as adaptable chain and rope handling and storage capacity. ROVs and cranes can also be integrated into the designs. For the largest vessels, the deck equipment and arrangement has been optimised for the larger dimensions and weights of the rope, chain and equipment than is typical within oil and gas, enabling operations outside these traditional markets. Platform supply vessel UT 7400 range Our platform supply vessel range includes smaller to medium-sized PSV vessels and larger multipurpose PSVs. These vessels are specialized for efficient supply and support operations worldwide. Se our UT 7400 range Fact Sheet: UT 7400 PSV.pdf Today there are hundreds of KONGSBERG designed platform supply vessels in operation around the world. The new PSV design range (UT 7400) has all the necessary features to address the latest regulations for the transport of the liquid products and the growing requirement for lower emissions and environmental footprint, including energy consumption reduction, and readiness for future fuel transition. The KONGSBERG PSV range of designs comes with a variety of options for the type of cargo, cargo volume and cargo deck area, which can be configured depending on the operational profile of the vessel. The cargo area has been re-designed and provides options for the various products compliant with the latest OSV Chemical Code regulations, ensuring the safe transportation and storage of hazardous materials, while optimizing the structural arrangement. Close to a thousand ship designs delivered Our vision is to create tomorrow’s solutions for sustainable marine operations. We care for the natural environment and the society we are a part of, and sustainable growth is at the core of what we do. We have been around for over 200 years, and we aim to keep going for generations to come. Pioneering offshore and fishing vessel designs Global presence and unparalleled expertise Hydrodynamics - The core of our innovation Comprehensive support from concept to completion Fully integrated solutions Choose Kongsberg Maritime for your next ship design project and experience the difference in quality, innovation, and support. Visit our Ship Design For further information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",anchor handler; platform supply vessels; UT 7400; UT 7800; Ship design; AHT; PSV,,06 June 2023,https://www.kongsberg.com/maritime/news-and-events/news-archive/2023/next-generation-platform-supply-and-anchor-handler-vessels/
Hindustan Shipyard Limited selected Kongsberg Maritime’s replenishment-at-sea technology for new five-ship FSS programme for Indian Navy,"Hindustan Shipyard Limited selected Kongsberg Maritime’s replenishment-at-sea technology for new five-ship FSS programme for Indian Navy The Indian Navy's Fleet Support Ships (FSS) are a new class of large replenishment vessels designed to enhance the operational capabilities of the Indian Navy. The advanced electric RAS system is crucial for naval vessels during extended missions 03 December 2024 Kongsberg Maritime has signed a contract with Hindustan Shipbuilding Limited to supply its electric replenishment-at-sea equipment for its Fleet Support Ships programme. The Indian Navy's Fleet Support Ships (FSS) are a new class of five large replenishment vessels designed to enhance the operational capabilities of the Indian Navy. “Our RAS technology supports critical operations for many of the world’s navies, and through the development of our electric system, we offer mission critical capability enhancing operational readiness” Lisa Edvardsen Haugan, President, Kongsberg Maritime Kongsberg Maritime’s Replenishment-at-Sea (RAS) technology enhances naval logistics by offering faster, safer, and more reliable supply operations at sea. The advanced electric RAS system improves operational efficiency and safety, crucial for naval vessels during extended missions. From left: Capt (IN Retd) Venkateshwarlu, Director Shipbuilding – HSL; DV Subbarao, General Manager - Commercial – HSL; Annette Holte, Country Manager, India – Kongsberg Maritime; Ajay Upadhayay General Manager, Sales – Kongsberg Maritime; and (Behind) MV Ravikiran Deputy General Manager – Commercial – HSL Lisa Edvardsen Haugan, President, Kongsberg Maritime, added: “To have secured the contract to supply our electric Replenishment-at-Sea systems to the Indian Navy’s Fleet Support Ships programme is significant for Kongsberg Maritime, and we are delighted to have been selected for this major shipbuilding programme. “Our RAS technology supports critical operations for many of the world’s navies, and through the development of our electric system, we offer mission critical capability enhancing operational readiness, extending range and providing a sustainable and responsive solution for the Indian Navy. We look forward to working with HSL in delivering our technology for these impressive ships, and to continuing our long relationship with the Indian Navy as they expand their future fleet.” “This partnership underscores our commitment to the 'Make in India' initiative, as we continue to develop a robust supply chain and local capabilities"" Annette Holte, Kongsberg Maritime, Country Manager – India Annette Holte, Kongsberg Maritime, Country Manager – India, said: “We are honoured by the trust Hindustan Shipyard Limited, and the Indian Navy have placed in us through this contract. This partnership underscores our commitment to the 'Make in India' initiative, as we continue to develop a robust supply chain and local capabilities. By aligning with India’s strategic vision Atmanirbhar Bharat , we aim to be a reliable partner, providing high-quality, locally sourced solutions that meet the stringent requirements of the Indian defence sector."" After signing the contract, Commodore (IN Retd) Hemant Khatri, Chairman & Managing Director, Hindustan Shipyard Limited, stated that: ""Hindustan Shipyard Limited (HSL) is delighted to partner with Kongsberg Maritime, selected as the supplier through competitive tendering process for the advanced Replenishment-at-Sea (RAS) systems for the five Fleet Support Ships (FSS) being built for the Indian Navy. “One of the cornerstones of this project is its emphasis on indigenisation, with more than 50% indigenous content. This aligns seamlessly with the Indian government’s strategic vision of ‘ Atmanirbhar Bharat’ (Self-Reliant India) and underscores HSL’s commitment to fostering self-sufficiency in defence production. This project is not only a technological leap forward but also a catalyst for economic growth, as it will facilitate the transfer of cutting-edge technology to India and create substantial employment opportunities for local industries.” The contract with HSL will see Kongsberg provide a full range of replenishment and refuelling capability. This includes electric winches, moveable high points, masts and the ancillary equipment that will connect the FSS ships with other vessels during replenishment operations. Also included is an astern refuelling system, which enables refuelling when abeam replenishment isn’t possible. The RAS system will be used to transfer solid loads up to 2 tonnes, and for liquids such as fuel and drinking water. For more information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",Replenishment-at-sea technology|RAS system|Indian Navy|supply ships,,03 December 2024,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/hindustan-shipyard-selects-kongsberg-maritime-ras-technology-for-five-indian-navy-support-ships/
Kongsberg Maritime propulsion selected for new Peruvian Navy frigate programme,"Kongsberg Maritime propulsion selected for new Peruvian Navy frigate programme The Kongsberg Maritime contract includes twin controllable pitch propellers, shaftlines, bearing and seals, and associated control systems for the frigate, which is part of the Peruvian Navy’s fleet modernisation programme 05 November 2024 Kongsberg Maritime has a won a contract to supply its controllable pitch propeller systems for the first ship in the Peruvian Navy’s new frigate programme. As a key part of the Peruvian Navy’s fleet modernisation, the multipurpose frigates will be built in Peru by HD Hyundai Heavy Industries (HD HHI) and state-own shipbuilder SIMA Peru. The new frigates are based on the HD HHI HDF-3200 frigate design. They will have a displacement of 3,400 tonnes, length of 127 metres and a maximum speed of 26.5 knots. They are designed for long range patrol capacity with a range of 6,000 nautical miles. The 127-metre frigates are based on the HD HHI HDF-3200 design and will have a displacement of 3,400 tonnes, top speed of 26.5 knots, and a range of 6,000 nautical miles. The Kongsberg Maritime contract will include twin controllable pitch propellers, shaftlines, bearing and seals, and associated control systems. Björn ten Eicken, Kongsberg Maritime, Vice President – Naval, said: “The Peruvian Navy is embarking on a major fleet renewal, and we are delighted that our controllable pitch propeller technology, a popular choice for many of the world’s navies, will feature on their first frigate. “Propulsion is a key part of a navy’s capability, and we are proud to supplying a product that combines decades of operating experience with the latest advances in hydrodynamics to provide a propulsion system that delivers efficient operation combined with excellent manoeuvrability.” “We look forward to working with HD Hyundai Heavy Industries and SIMA Peru on this exciting, ambitious project.” The first frigate is due to be delivered in 2029. For more information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",,,05 November 2024,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/kongsberg-maritime-propulsion-selected-for-new-peruvian-navy-frigate-programme/
KONGSBERG TO SUPPLY EXTENSIVE EQUIPMENT PACKAGE TO ITALIAN NAVY’S Special and Diving Operations - Submarine Rescue Ship,"KONGSBERG TO SUPPLY EXTENSIVE EQUIPMENT PACKAGE TO ITALIAN NAVY’S Special and Diving Operations - Submarine Rescue Ship Kongsberg Maritime (KONGSBERG) will provide a suite of equipment to a newbuild ship named SDO-SuRS (Special and Diving Operations - Submarine Rescue Ship) to be built by the Italian shipyard T.Mariotti for Marina Militare Italiana (The Italian Navy). 17 February 2023 Crucial to this important order is a pair of KONGSBERG Elegance propulsion pods . KONGSBERG’s Elegance pod system aboard the SDO-SuRS combines the direct electric permanent magnet motor driven pods, matched with a KONGSBERG electric power system, including batteries and power management system. These Elegance pods provide propulsion for precise and efficient vessel operation. The permanent magnet electric motor provides optimal efficiency over a large speed range, combined with an excellent hydrodynamic design developed in KONGSBERG’s famed Hydrodynamic Research Centre . The compactly designed pods have a low oil content and double barrier seal solution, to protect the ocean, while offering vessels the ability to operate in fully electric zero emissions mode in port or for limited offshore operations. Additionally, the order includes three KONGSBERG tunnel thrusters , Mcon propulsion control system , DP3 ( Dynamic Positioning ) system, and single and multibeam echo sounders . The vessel build program offers further potential opportunities for Kongsberg Maritime in the shape of Autonomous Underwater Vehicles . The 120m vessel will replace Nave Anteo , which has now reached the end of its operating life after over forty-five years of use. While the new ship fulfils the need for a specialized unit for the search and rescue of damaged submarines, it will also offer support to a wide spectrum of military and civil underwater activities, and special operations. “This contract represents the start of an exciting market development for the Elegance pod propulsion systems,” says Ottar Ristesund, SVP sales, Kongsberg Maritime. “The quiet, efficient operation of these traction propeller equipped units aboard the SDO-SuRS vessel will help show the naval shipbuilding industry that the way ahead is with permanent magnet pod propulsors. Not only do they offer the end user an efficient, noiseless, carbon-reducing future-proof propulsion platform, shipyards love them too as the units utilize simple interfaces that allow safe and easy fitting to the hull” Trond Jakobsen Senior Vice President Integrated Solutions Sales added: “It’s a great honour to be working with T.Mariotti shipyard on the SDO-SuRS project. Kongsberg Maritme and T.Mariotti have a long-standing relationship going back many years, particularly concerning KONGSBERG’s supply of propulsion equipment and associated control systems for ferries and cruise liners. It’s doubly pleasing to mention that this contract has further opportunities associated with it which could come into fruition in 2023.” “SDO SuRS is a demanding project and requires the highest level of technology to ensure performance and safety. She will be powered by KONGSBERG, definitely a reliable partner for T.Mariotti Shipyard. We are glad to share with them this sophisticated appointment”, said Marco Ghiglione, T.Mariotti’s Managing Director. For further information, please contact: Kjersti Løken Vice President Marketing and Communications (+47) 901 81 801",,,17 February 2023,https://www.kongsberg.com/maritime/news-and-events/news-archive/2023/submarine-rescue-ship/
